timestamp, pstate, clocks.current.graphics [MHz], clocks.current.memory [MHz], utilization.gpu [%], temperature.gpu, power.draw [W], clocks_event_reasons.active
2026/09/24 09:42:27.634, P0, 2017 MHz, 6101 MHz, 46 %, 80, 43.87 W, 0x0000000000000400
2026/09/24 09:42:27.899, P0, 2017 MHz, 6101 MHz, 46 %, 80, 43.87 W, 0x0000000000000400
2026/09/24 09:42:28.164, P0, 2017 MHz, 6101 MHz, 43 %, 80, 42.72 W, 0x0000000000000400
2026/09/24 09:42:28.428, P0, 2017 MHz, 6101 MHz, 43 %, 80, 42.72 W, 0x0000000000000400
2026/09/24 09:42:28.680, P0, 2017 MHz, 6101 MHz, 42 %, 79, 42.61 W, 0x0000000000000400
2026/09/24 09:42:28.930, P0, 2017 MHz, 6101 MHz, 42 %, 79, 42.61 W, 0x0000000000000400
2026/09/24 09:42:29.184, P0, 2017 MHz, 6101 MHz, 45 %, 80, 43.74 W, 0x0000000000000400
2026/09/24 09:42:29.435, P0, 2017 MHz, 6101 MHz, 45 %, 80, 43.74 W, 0x0000000000000400
2026/09/24 09:42:29.688, P0, 2017 MHz, 6101 MHz, 40 %, 80, 41.67 W, 0x0000000000000400
2026/09/24 09:42:29.939, P0, 2017 MHz, 6101 MHz, 40 %, 80, 41.67 W, 0x0000000000000400
2026/09/24 09:42:30.202, P0, 2017 MHz, 6101 MHz, 45 %, 80, 44.65 W, 0x0000000000000400
2026/09/24 09:42:30.467, P0, 2017 MHz, 6101 MHz, 45 %, 80, 44.16 W, 0x0000000000000400
2026/09/24 09:42:30.717, P0, 2017 MHz, 6101 MHz, 45 %, 80, 44.16 W, 0x0000000000000400
